6|97|-1,2|12:-5,-1,-5,-5,-2,-1,-4,-5,1,-3,0,-4/12:5,2,0,-3,-2,-5,3,1,-5,-1,-5,1/12:0,0,0,0,0,0,0,0,-3,-1,3,1/12:0,5,-5,-5,2,-3,0,2,4,2,-4,-1/12:0,0,-1,-3,1,3,0,0,0,0,0,0/12:1,5,2,4,0,-5,0,0,-2,3,4,2/12:-3,2,2,-3,0,-3,4,4,4,-3,5,4/12:-3,-2,2,3,2,2,1,3,3,0,5,-5/12:-2,-5,1,2,2,-3,5,2,-2,3,5,5|F:-1,2
8|97|1,2,5,6,7|16:0,7,0,0,0,2147483645,6,2147483646,0,0,0,97,0,2147483647,-1,-8589934592/16:0,7,0,0,2147483646,0,0,0,-5,0,0,0,0,0,0,-1099511627777/16:0,0,4,2,2147483646,-8589934591,0,2147483646,0,4294967295,8589934593,2147483649,91,0,8589934592,0/16:0,3,97,-8589934592,-8589934599,90,-5,91,-8589934599,4294967295,-5,-2,-4,0,-2,7/16:-8589934592,-8589934591,4294967295,4294967294,1073741823,-1099511627777,0,0,96,0,7,-1099511627777,97,0,0,0/16:1073741823,0,0,0,-2147483646,1,7,0,0,92,-5,-1,96,7,-1,8589934589/16:0,0,8,0,-4,-1,8589934593,-8589934592,8,0,8,-2147483647,8589934593,8589934592,-2147483647,0/16:0,-1099511627777,0,0,97,2147483647,0,-3,0,3,0,-2147483646,2147483647,2147483649,0,0/16:6,2147483648,0,5,0,5,0,-1099511627777,0,0,4294967295,4,2,0,-2,97/16:0,0,4294967294,8589934593,0,2147483645,-3,0,90,97,0,2147483645,0,0,2,-2/16:0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0/16:2147483646,96,1073741823,0,98,8,92,0,-8589934592,-1099511627777,0,98,-8589934599,0,0,0/16:0,1099511627776,0,0,3,0,-5,0,2147483647,-1099511627777,0,3,-8589934592,4,92,-2147483648/16:-1099511627777,4,0,-2147483646,0,0,97,-3,0,0,-2147483648,0,1073741823,0,0,91/16:0,-1099511627777,0,0,-3,0,2147483645,3,98,0,0,0,5,0,91,-2147483647/16:0,0,-1,2,0,0,0,0,1,-2,0,0,0,0,0,0/16:-2,0,-2147483647,-8589934591,0,-2147483648,-8589934592,-2147483647,0,0,4,-5,5,4,5,2/16:5,2147483645,97,-2147483648,0,8589934593,-1,5,2147483648,0,-2147483648,0,0,97,0,2/16:0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0|T:0,1,2,3,4,5,6,7
10|2147483647|0,1,2,3,4,5,6,7,8,9|20:-4,0,-3,-1,-2,1,1,-5,0,-3,0,0,2,-4,-3,-5,1,0,3,2/20:0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,1,1,0,0,0,0/20:-2,-5,2,0,3,-5,-2,0,0,0,0,4,0,4,1,-4,0,0,2,0|T:0,1,2,3,4,5,6,7,8,9
7|2147483647|0,1,2,3,4,5,6|14:-4,0,4,-2,0,0,0,0,0,0,8589934589,0,8589934593,0/14:0,0,0,0,0,0,8589934593,0,0,0,0,0,4,0/14:0,0,0,0,3,0,0,-4,0,-8589934592,0,0,-4,1099511627776/14:0,0,0,0,-1,-1,0,0,1,1,0,0,0,0/14:-1,0,0,0,-8589934591,1099511627776,-2,0,0,0,0,0,0,0/14:-3,-1,0,0,0,0,3,1,0,0,0,0,0,0/14:4,5,0,0,-1,0,8589934592,-1099511627777,1,0,0,0,0,2/14:0,0,1,0,0,0,0,0,0,0,0,0,-1,0/14:1,0,0,0,-1,0,0,0,0,0,0,0,0,0|T:0,1,2,3,4,5,6
2|7|1,1|4:0,0,0,-2/4:0,2147483646,0,0/4:0,0,0,0/4:0,0,0,0/4:0,1,0,-1/4:0,0,0,0/4:0,0,0,0|F:1
2|7|1|4:0,0,0,-2/4:0,2147483646,0,0/4:0,0,0,0/4:0,0,0,0/4:0,1,0,-1/4:0,0,0,0/4:0,0,0,0/4:1,2,0,0|T:0,1
6|97|2,4,5|12:0,0,0,0,0,0,0,0,0,-1,0,1/12:0,0,0,0,0,0,0,0,0,-1,0,1|F:2,4,5
2|2147483647|1|4:0,0,-3,-1|F:1
2|2147483647|1|4:0,0,-3,-1/4:0,0,1,2|F:1
12|2147483647|0,2,4,5,6,10,11|24:0,0,0,0,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2/24:0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-1,0,0,0,0,2,1,0,0/24:1099511627776,0,0,0,0,0,-8589934592,-4,-8589934599,0,-3,0,-5,8589934592,-8589934599,0,-3,-5,0,0,0,0,-3,5/24:-8589934591,2,0,-1099511627777,8589934592,0,0,0,-5,0,0,1099511627776,5,-1099511627777,0,3,-1099511627777,0,0,0,0,0,1099511627776,0/24:0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0/24:0,0,0,0,0,0,-1,0,-8589934591,0,0,0,5,0,-1099511627777,0,0,0,0,2,0,0,4,0/24:0,0,0,-1099511627777,0,0,0,0,0,0,0,0,8589934589,0,0,0,0,4,0,5,0,0,0,0/24:0,0,0,0,-8589934591,0,0,0,0,0,8589934589,0,0,0,0,2,1099511627776,1,0,0,8589934592,-5,0,4/24:0,0,0,0,0,0,0,0,-1099511627777,0,0,0,0,0,1099511627776,0,0,0,0,0,0,-8589934591,0,2/24:0,3,8589934589,0,0,0,0,0,0,0,-1,0,-5,0,0,-8589934592,0,0,5,-8589934592,0,0,2,0/24:-4,-1099511627777,0,0,0,0,0,1099511627776,0,0,8589934592,3,0,8589934592,-1099511627777,-8589934591,0,0,1,0,8589934593,1,0,8589934589/24:3,0,0,0,3,0,0,0,0,0,0,0,-1099511627777,0,0,0,-8589934592,-5,0,0,-1099511627777,-8589934599,0,-1099511627777|T:0,1,2,3,4,5,6,7,8,9,10,11
11|97||22:-2,1,0,0,0,-2147483646,0,0,-1,98,0,0,5,0,0,0,0,0,0,-2147483647,0,1073741823/22:-5,0,0,0,0,96,0,0,0,0,0,90,0,0,0,0,0,0,0,0,7,0/22:0,97,0,1073741823,0,0,2,0,0,0,3,-2,0,0,0,97,2147483647,0,5,0,-2,4/22:0,0,-4,0,97,0,2147483647,0,0,0,0,0,0,2147483647,0,3,2147483648,92,7,0,0,4294967295/22:0,0,0,0,5,2147483648,91,1073741823,0,0,0,0,0,0,0,0,0,-1,0,0,0,-2/22:-1,0,0,96,0,92,0,0,7,0,0,0,0,4,2147483649,0,0,98,0,0,1,0/22:0,4294967294,0,0,0,0,0,0,0,0,0,4294967295,-2147483647,0,0,0,0,2,-3,0,0,0/22:0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0/22:8,0,92,0,0,-3,7,5,0,0,0,0,5,0,0,0,2147483646,0,0,0,0,2147483645/22:0,91,0,0,-5,0,0,0,0,0,0,0,0,2147483646,0,0,0,0,0,0,0,0/22:0,5,0,0,-1,0,-5,0,0,91,91,0,5,97,2147483645,0,0,0,0,0,0,2147483647|F:
11|97||22:-2,1,0,0,0,-2147483646,0,0,-1,98,0,0,5,0,0,0,0,0,0,-2147483647,0,1073741823/22:-5,0,0,0,0,96,0,0,0,0,0,90,0,0,0,0,0,0,0,0,7,0/22:0,97,0,1073741823,0,0,2,0,0,0,3,-2,0,0,0,97,2147483647,0,5,0,-2,4/22:0,0,-4,0,97,0,2147483647,0,0,0,0,0,0,2147483647,0,3,2147483648,92,7,0,0,4294967295/22:0,0,0,0,5,2147483648,91,1073741823,0,0,0,0,0,0,0,0,0,-1,0,0,0,-2/22:-1,0,0,96,0,92,0,0,7,0,0,0,0,4,2147483649,0,0,98,0,0,1,0/22:0,4294967294,0,0,0,0,0,0,0,0,0,4294967295,-2147483647,0,0,0,0,2,-3,0,0,0/22:0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0/22:8,0,92,0,0,-3,7,5,0,0,0,0,5,0,0,0,2147483646,0,0,0,0,2147483645/22:0,91,0,0,-5,0,0,0,0,0,0,0,0,2147483646,0,0,0,0,0,0,0,0/22:0,5,0,0,-1,0,-5,0,0,91,91,0,5,97,2147483645,0,0,0,0,0,0,2147483647/22:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1|F:
7|91|4|14:0,2,0,0,0,0,0,0,0,0,2147483648,0,0,2147483648/14:0,0,0,0,0,0,-1,-3,0,0,1,3,0,0/14:0,0,0,0,0,0,0,0,0,0,0,0,0,0/14:2147483647,0,0,0,0,0,0,0,0,0,-5,0,0,0/14:0,0,0,0,0,0,0,0,0,0,0,0,0,0/14:0,0,4294967294,0,0,0,96,0,0,1,0,0,0,0|F:4
7|97||14:-1,-3,0,0,0,0,1,3,0,0,0,0,0,0/14:0,4,0,0,0,0,0,0,0,0,0,0,0,0/14:0,0,-3,0,0,0,0,1,0,0,4,0,0,0/14:0,0,0,0,0,0,0,0,0,0,0,3,0,-5/14:0,0,-2,0,0,-1,0,0,0,0,0,0,0,0/14:0,0,0,0,0,0,0,0,0,0,0,0,-5,0/14:-2,0,3,0,0,2,0,0,0,0,0,0,0,0/14:0,0,0,0,0,0,0,0,0,0,0,0,0,0|F:
7|97||14:-1,-3,0,0,0,0,1,3,0,0,0,0,0,0/14:0,4,0,0,0,0,0,0,0,0,0,0,0,0/14:0,0,-3,0,0,0,0,1,0,0,4,0,0,0/14:0,0,0,0,0,0,0,0,0,0,0,3,0,-5/14:0,0,-2,0,0,-1,0,0,0,0,0,0,0,0/14:0,0,0,0,0,0,0,0,0,0,0,0,-5,0/14:-2,0,3,0,0,2,0,0,0,0,0,0,0,0/14:0,0,0,0,0,0,0,0,0,0,0,0,0,0/14:0,0,0,0,0,0,0,0,0,0,0,0,1,0|F:
8|7||16:0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0/16:0,0,0,0,0,0,1,3,0,0,0,0,0,0,-1,-3/16:0,0,2,1,0,0,-2,-1,0,0,0,0,0,0,0,0/16:0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0/16:0,0,0,0,3,0,5,0,0,0,-8589934592,0,0,0,-1099511627777,0/16:0,0,3,1,0,0,0,0,0,0,0,0,-3,-1,0,0/16:-8589934599,0,0,0,0,0,0,0,0,0,0,0,0,1099511627776,0,0/16:0,-1099511627777,-3,0,0,0,0,0,0,0,0,0,0,-8589934599,0,0/16:0,-8589934592,0,0,0,0,0,0,5,-2,5,0,0,0,0,-8589934591/16:0,3,0,0,0,0,0,0,0,-2,0,0,0,8589934589,8589934592,-5/16:0,0,2,1,0,0,0,0,0,0,-2,-1,0,0,0,0/16:0,0,0,0,0,0,-1,2,1,-2,0,0,0,0,0,0/16:0,0,0,0,1,0,0,0,0,8589934593,0,0,-3,0,0,0/16:0,0,0,0,0,0,0,0,0,0,3,1,0,0,-3,-1/16:0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0/16:-1099511627777,1,0,0,0,0,0,0,0,0,0,0,1,8589934593,0,0|T:0,1,2,3,4,5,6,7
12|1000000007|0,1,2,3,4,5,6,7,8,9,10,11|24:0,0,-2,0,0,0,2147483646,0,98,0,0,92,0,0,0,2147483646,0,0,0,0,0,92,4,0/24:-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0/24:0,0,97,2147483648,2147483649,-2,0,-2147483647,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8/24:98,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4294967294,0,0/24:-3,90,0,6,0,90,0,0,2147483648,0,-4,0,0,2147483649,2,0,96,0,0,2147483646,0,0,0,0/24:0,98,92,0,0,0,0,0,0,0,0,0,0,0,0,0,2147483646,0,0,91,0,0,0,0/24:0,4294967295,92,0,0,8,0,0,6,90,91,0,0,3,0,4294967295,-2147483647,0,3,2147483645,0,0,0,0/24:0,-4,5,0,0,0,0,-5,0,-2147483647,91,0,4,0,2147483646,0,0,0,0,0,0,-1,0,4294967295/24:0,0,0,0,0,0,0,2147483645,0,0,2147483645,0,91,0,2147483646,-1,0,0,0,0,90,0,0,-2147483646/24:0,0,8,0,2147483645,0,97,0,7,0,0,0,0,0,0,-3,0,0,4,0,2147483647,0,0,0/24:0,97,0,0,0,0,2147483647,0,97,2147483648,0,0,0,0,0,0,0,0,0,0,-2147483646,0,0,0/24:0,4,0,0,0,5,2147483647,-1,-2147483648,0,0,0,2147483647,2147483645,0,0,0,0,3,0,-5,0,0,0|T:0,1,2,3,4,5,6,7,8,9,10,11
10|97||20:0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8589934592,0,2147483646,0/20:-3,0,0,0,2147483646,0,0,0,8589934592,2147483649,0,7,0,0,0,0,0,0,0,-5/20:0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,-1,-3/20:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/20:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,-1,2/20:0,0,0,0,8589934589,0,0,8589934589,0,0,0,0,0,0,0,0,0,0,0,0/20:8,1099511627776,0,0,96,0,0,0,0,0,6,0,0,0,-4,0,0,0,0,6/20:0,0,0,0,0,0,0,0,0,0,0,0,-8589934591,0,4294967294,2147483648,2,0,0,0/20:0,0,0,0,97,0,0,1073741823,0,0,0,0,-8589934592,0,0,-4,-2147483647,0,0,0/20:-8589934599,0,0,0,0,0,0,0,0,0,-5,0,0,0,0,1073741823,0,0,4294967294,0/20:0,0,0,0,0,0,-1,2,0,0,0,0,0,0,1,-2,0,0,0,0/20:0,0,0,0,0,0,0,0,0,3,0,92,0,0,0,2147483647,0,0,0,1/20:0,0,6,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0/20:0,0,0,0,-3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0/20:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/20:0,0,0,0,92,0,96,0,2147483648,0,0,0,0,0,0,0,4,0,0,8589934593/20:0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-3,0,0/20:0,0,0,0,0,90,0,0,0,0,0,0,0,8589934592,0,0,0,0,0,0/20:0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,-1,-2|F:
